id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1465766158943014923,1465766158943014923,2021-11-30 14:34:19 EST,2021-11-30,14:34:19,-0400,20736511,nayibbukele,Nayib Bukele,,Pero ellos dicen que “nunca han estado en contra del #Bitcoin” 😂  https://t.co/1HGmTuaRMY,es,[],[],"['https://pbs.twimg.com/media/FFdyjPyWQBEyeNd.jpg', 'https://pbs.twimg.com/media/FFdyjPyWUAoNUcN.jpg', 'https://pbs.twimg.com/media/FFdyjPzXMAA5Izk.jpg', 'https://pbs.twimg.com/media/FFdyjPzXsAA-Z4b.jpg']",550,1091,7258,['bitcoin'],[],https://twitter.com/nayibbukele/status/1465766158943014923,False,,1,https://pbs.twimg.com/media/FFdyjPyWQBEyeNd.jpg,,,,,,,[],,,,
1465758345768353799,1465758345768353799,2021-11-30 14:03:16 EST,2021-11-30,14:03:16,-0400,77545812,poisonbox91,PoisonBox 🎢,,"Si mi cartera de #METAMASK @MetaMask  llega a $70,000 usdt ( tiene potencial ) regalaré $2,000 usd a todo el que de LIKE y RETWIT !  #Bitcoin #altcoin  🔥🔥🔥🔥  https://t.co/4JE1i0hLab",es,"[{'screen_name': 'metamask', 'name': 'metamask 🦊💙', 'id': '3278906401'}]",[],['https://pbs.twimg.com/media/FFdrcl3XMAMP2BX.jpg'],102,1013,1533,"['metamask', 'bitcoin', 'altcoin']",[],https://twitter.com/Poisonbox91/status/1465758345768353799,False,,1,https://pbs.twimg.com/media/FFdrcl3XMAMP2BX.jpg,,,,,,,[],,,,
1465833005583409162,1465833005583409162,2021-11-30 18:59:57 EST,2021-11-30,18:59:57,-0400,324896201,geekigai,Jonas ₿uyers⚡🥩 ∞/2099999997690000,,"Here's the full discussion between @TuckerCarlson &amp; @saylor on #Bitcoin. This is a must-watch for Precoiners, Newcoiners, &amp; Bitcoiners alike!  https://t.co/UWAYU8b3pX",en,"[{'screen_name': 'tuckercarlson', 'name': 'tucker carlson', 'id': '22703645'}, {'screen_name': 'saylor', 'name': 'michael saylor⚡️', 'id': '244647486'}]",['https://www.bitchute.com/video/rUiqtHqvlwiF/'],[],0,2,2,['bitcoin'],[],https://twitter.com/geekigai/status/1465833005583409162,False,,0,,,,,,,,[],,,,
1465832800255459331,1465802250182348801,2021-11-30 18:59:08 EST,2021-11-30,18:59:08,-0400,14267253,dickmoonpie,dickmoonpie,,"@BitcoinMagazine ""Real is going to change!"" Prophetic words! #Bitcoin #DigitalMoney",en,[],[],[],1,0,1,"['bitcoin', 'digitalmoney']",[],https://twitter.com/dickmoonpie/status/1465832800255459331,False,,0,,,,,,,,"[{'screen_name': 'BitcoinMagazine', 'name': 'Bitcoin Magazine', 'id': '361289499'}]",,,,
1465832727106752514,1465832061655142400,2021-11-30 18:58:50 EST,2021-11-30,18:58:50,-0400,972127613987717126,fernand51301913,Fernando Reis,,@LordFusitua Soon #Bitcoin as legal tender there.,en,[],[],[],2,1,4,['bitcoin'],[],https://twitter.com/Fernand51301913/status/1465832727106752514,False,,0,,,,,,,,"[{'screen_name': 'LordFusitua', 'name': ""Lord Fusitu'a"", 'id': '36624001'}]",,,,
1465832703903907842,1465832703903907842,2021-11-30 18:58:45 EST,2021-11-30,18:58:45,-0400,1463120606241697797,ghostlimburg3rt,GHOST of WARTIME Limburg3rt,,RT @ck_SNARKs@bitcoinhackers.org Bitcoin = uncompromisable  --- RT thekylefree Media = compromised  Science = compromised Medicine = compromised  Education = compromised  Politicians = compromised  Free Speech = compromised  Public Health = compromised  Entertainment = (1/2),en,[],[],[],1,1,2,[],[],https://twitter.com/GhostLimburg3rt/status/1465832703903907842,False,,0,,,,,,,,[],,,,
1465832669321826306,1465825186788298757,2021-11-30 18:58:36 EST,2021-11-30,18:58:36,-0400,1045236642951430144,lorobinson8053,Louis Robinson,,@phoenixblockchn @Phoenix_Crypto_ Best investment I ever made! CPHX and the Phoenix Network are going to shock the Crypto world. At least I know I won't be late. $CPHX #WeBurnWeRise #cryptotrading #Crypto #Bitcoin #ETH #nftart #SHIB #EFT #cryptocurrency #NFTs #Ethereum #Airdrops  https://t.co/a1FWoqYuPa,en,[],[],['https://pbs.twimg.com/media/FFevC3qXwAUtm3D.jpg'],0,9,14,"['weburnwerise', 'cryptotrading', 'crypto', 'bitcoin', 'eth', 'nftart', 'shib', 'eft', 'cryptocurrency', 'nfts', 'ethereum', 'airdrops']",['cphx'],https://twitter.com/lorobinson8053/status/1465832669321826306,False,,1,https://pbs.twimg.com/media/FFevC3qXwAUtm3D.jpg,,,,,,,"[{'screen_name': 'phoenixblockchn', 'name': 'Phoenix Blockchain', 'id': '1461731585632440326'}, {'screen_name': 'Phoenix_Crypto_', 'name': 'Crypto Phoenix', 'id': '1407115649160253447'}]",,,,
1465832656722018306,1465801612908281861,2021-11-30 18:58:33 EST,2021-11-30,18:58:33,-0400,1446370300333940736,vegas_glo,Vegas Glo 🚀🍊🌋,,"@stacyherbert @maxkeiser I’d love to go, I would also love Max to do some pole dancing to the soundtrack of the orange pill podcast #Bitcoin",en,[],[],[],1,1,3,['bitcoin'],[],https://twitter.com/vegas_glo/status/1465832656722018306,False,,0,,,,,,,,"[{'screen_name': 'stacyherbert', 'name': 'Stacy Herbert 🇸🇻', 'id': '19062153'}, {'screen_name': 'maxkeiser', 'name': 'Max💙🇸🇻', 'id': '20374262'}]",,,,
1465832624870592517,1465832624870592517,2021-11-30 18:58:26 EST,2021-11-30,18:58:26,-0400,1316687946813186048,etfhearsay,ETF Hearsay by Henry Jim,,2 crypto yield ETFs listed in Canada today (filed Oct 19):  Purpose Bitcoin Yield ETF $BTCY Purpose Ether Yield ETF $ETHY   https://t.co/jjKrdQvZl5  https://t.co/MCtdIhe2Zg  #BTC #Ethereum @bitcoinetf @cryptocom @PurposeInvest @vladtasevski,en,"[{'screen_name': 'bitcoinetf', 'name': 'bitcoinetf', 'id': '2305737018'}, {'screen_name': 'cryptocom', 'name': 'crypto.com', 'id': '864347902029709314'}, {'screen_name': 'purposeinvest', 'name': 'purpose investments', 'id': '1042781042'}, {'screen_name': 'vladtasevski', 'name': 'vlad tasevski 🇺🇦', 'id': '2576647870'}]","['https://www.purposeinvest.com/funds/purpose-ether-yield-etf', 'https://www.purposeinvest.com/funds/purpose-bitcoin-yield-etf']",[],0,2,5,"['btc', 'ethereum']","['btcy', 'ethy']",https://twitter.com/EtfHearsay/status/1465832624870592517,False,https://twitter.com/EtfHearsay/status/1450566948929118208,0,,,,,,,,[],,,,
1465832605983510530,1465832605983510530,2021-11-30 18:58:21 EST,2021-11-30,18:58:21,-0400,15764581,alongoren,Alon Gorenᴳᴹ,,"Fun session on @AmericaTrendsTV just now although I should’ve probably shaved and looked more presentable lol  I talked taking profits in #tezos #bitcoin&amp; #ethereum…mainstream adoption, NFTs, etc…  Name dropped @BoringStoneNFT @decentraland @CryptoStache @CryptoWendyO &amp; more!",en,"[{'screen_name': 'boringstonenft', 'name': 'boringstonenft', 'id': '1444028863617683460'}, {'screen_name': 'decentraland', 'name': 'decentraland', 'id': '3291830170'}, {'screen_name': 'cryptostache', 'name': ""'stache"", 'id': '927327985409040384'}, {'screen_name': 'cryptowendyo', 'name': 'wendyo.eth ✨attending bitcoin miami 2022', 'id': '935742315389444096'}]",[],[],3,2,11,"['tezos', 'bitcoin', 'ethereum']",[],https://twitter.com/AlonGoren/status/1465832605983510530,False,https://twitter.com/AlonGoren/status/1465828947162058760,0,,,,,,,,[],,,,
1465832491395203079,1465832491395203079,2021-11-30 18:57:54 EST,2021-11-30,18:57:54,-0400,1308840519234138114,dorainegenius,🆘️ NFT DAILY DRIP💧,,Bills and the @NFL are partnering to offer Bills fans limited digital commemorative tickets in the form of non-fungible tokens (NFTs). #Ethereum #bitcoin #cryptonews #NFTnews #NFT #NFTCommunity #NFTartists #nftcollector #nftgallery #NFTs #cryptoart #crypto  https://t.co/6Hvcl6aIq2,en,"[{'screen_name': 'nfl', 'name': 'nfl', 'id': '19426551'}]",[],['https://pbs.twimg.com/media/FFeu2lVWQAIhXdL.jpg'],2,1,4,"['ethereum', 'bitcoin', 'cryptonews', 'nftnews', 'nft', 'nftcommunity', 'nftartists', 'nftcollector', 'nftgallery', 'nfts', 'cryptoart', 'crypto']",[],https://twitter.com/DoraineGenius/status/1465832491395203079,False,,1,https://pbs.twimg.com/media/FFeu2lVWQAIhXdL.jpg,,,,,,,[],,,,
1465832381127041030,1465832381127041030,2021-11-30 18:57:28 EST,2021-11-30,18:57:28,-0400,1413269877788393472,cryptohawkai,CryptoHawk AI,,The cryptocurrency market thrives on speculation. Not anymore with CryptoHawk AI.  Our AI technology can be used for price prediction and better decision-making.  Follow us for insights on our AI-powered Crypto Trading platform.   #Crypto #CryptoInvesting #Bitcoin #Etherium #BTC  https://t.co/6CAVRuRgD8,en,[],[],['https://pbs.twimg.com/media/FFeutrxXwAEnrFR.png'],1,4,11,"['crypto', 'cryptoinvesting', 'bitcoin', 'etherium', 'btc']",[],https://twitter.com/cryptohawkai/status/1465832381127041030,False,,1,https://pbs.twimg.com/media/FFeutrxXwAEnrFR.png,,,,,,,[],,,,
1465832250168295433,1465832250168295433,2021-11-30 18:56:56 EST,2021-11-30,18:56:56,-0400,1309995013628030976,etherpillz,𝙀𝙏𝙃𝙀𝙍 𝙋𝙄𝙇𝙇𝙕 👅💊,,ETHER PILLZ 👅💊  Niche NFT Clothing for The Metaverse ! ⚗🧪🧪🧪🧪🧪 ⬇️  https://t.co/2YTwpEQQkD   #nft #NFTLAUNCH #nftcollector #nftart #nfts #Collectables #bitcoin #crypto  @opensea #nftopensea #Clothing #leggings #model   https://t.co/Jjb0lq2oDc,en,"[{'screen_name': 'opensea', 'name': 'opensea', 'id': '946213559213555712'}]","['http://www.etherpillzstore.com', 'https://vm.tiktok.com/ZM8nBBH5c/']",[],1,4,7,"['nft', 'nftlaunch', 'nftcollector', 'nftart', 'nfts', 'collectables', 'bitcoin', 'crypto', 'nftopensea', 'clothing', 'leggings', 'model']",[],https://twitter.com/EtherPillz/status/1465832250168295433,False,,0,,,,,,,,[],,,,
1465832240114544651,1465832240114544651,2021-11-30 18:56:54 EST,2021-11-30,18:56:54,-0400,2377034803,binancekiller,"8,731-541🎯 (94.1%) / #1 CRYPTO SIGNALS🌎/ DM OPEN",,­We have almost confirmed information about Fidelity launching a spot Bitcoin ETF in 🇨🇦 this week.  If confirmed this could push BTC up in a matter of minutes which would slightly increase BTC Market Dominance in the short term and prepare the rest of the market for a follow-up!,en,[],[],[],0,19,49,[],[],https://twitter.com/BinanceKiller/status/1465832240114544651,False,,0,,,,,,,,[],,,,
1465832149454569486,1465832149454569486,2021-11-30 18:56:32 EST,2021-11-30,18:56:32,-0400,1243242409636630530,rabbit_hole44,J. Clark,,Great Advice #Bitcoin  https://t.co/bZjUQ5Sn1a,en,[],[],[],0,0,1,['bitcoin'],[],https://twitter.com/rabbit_hole44/status/1465832149454569486,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1465832000020000776/pu/img/AmzXiHE3fmIIFidU.jpg,,,,,,,[],,,,
1465832038913781761,1465832038913781761,2021-11-30 18:56:06 EST,2021-11-30,18:56:06,-0400,91478624,forbes,Forbes,,CRYPTO ALERT: Serious Fed warning issued over #Bitcoin  https://t.co/0cakD509J7  https://t.co/l4J1Od7MIR,en,[],['https://trib.al/L2ay0o3'],['https://pbs.twimg.com/media/FFeueJ8XwAkeKaC.jpg'],18,30,72,['bitcoin'],[],https://twitter.com/Forbes/status/1465832038913781761,False,,1,https://pbs.twimg.com/media/FFeueJ8XwAkeKaC.jpg,,,,,,,[],,,,
1465831947616280578,1465831947616280578,2021-11-30 18:55:44 EST,2021-11-30,18:55:44,-0400,2385259090,mgranmiguel,Miguel M-G 3º 🦁💢,,Urbanizaciones #Cantabria #arquitectura #architecture #fotografia #Omicron #Bitcoin #COVID19 #SpiderMan #Spain #nature #medioambiente #urban  https://t.co/n1tZZNejMa,es,[],[],"['https://pbs.twimg.com/media/FFeuYMvWUAIG_XU.jpg', 'https://pbs.twimg.com/media/FFeuYZyXMAITBj8.jpg', 'https://pbs.twimg.com/media/FFeuYmRWQAQ289L.jpg', 'https://pbs.twimg.com/media/FFeuY0aWUAA5WU5.jpg']",1,1,1,"['cantabria', 'arquitectura', 'architecture', 'fotografia', 'omicron', 'bitcoin', 'covid19', 'spiderman', 'spain', 'nature', 'medioambiente', 'urban']",[],https://twitter.com/Mgranmiguel/status/1465831947616280578,False,,1,https://pbs.twimg.com/media/FFeuYMvWUAIG_XU.jpg,,,,,,,[],,,,
1465831936597938176,1465831936597938176,2021-11-30 18:55:42 EST,2021-11-30,18:55:42,-0400,92376011,garciabanchs,Ángel García Banchs,,Breve nota periódica para recordarles que #Bitcoin y las cripto son un fraude.,es,[],[],[],128,115,370,['bitcoin'],[],https://twitter.com/garciabanchs/status/1465831936597938176,False,,0,,,,,,,,[],,,,
1465831885729415174,1465831885729415174,2021-11-30 18:55:30 EST,2021-11-30,18:55:30,-0400,1457329266648100864,d_nesvy,Nesvy,,New collage art to the collection:)  https://t.co/UqvaccTG6F via @opensea  #earth #Airplane  #patrol  #blockchain #Ethereum #Bitcoin #art  #graphicdesign #cryptocurrencies #NFTCommunity #NFT #nftcollector #nftart #NFTJapan #Graphic #collageart,en,"[{'screen_name': 'opensea', 'name': 'opensea', 'id': '946213559213555712'}]",['https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/69204330500335367822346401262830696152770262892339092412894017623569693933569/'],[],0,1,2,"['earth', 'airplane', 'patrol', 'blockchain', 'ethereum', 'bitcoin', 'art', 'graphicdesign', 'cryptocurrencies', 'nftcommunity', 'nft', 'nftcollector', 'nftart', 'nftjapan', 'graphic', 'collageart']",[],https://twitter.com/d_nesvy/status/1465831885729415174,False,,0,,,,,,,,[],,,,
1465831859569500163,1465831859569500163,2021-11-30 18:55:23 EST,2021-11-30,18:55:23,-0400,888793161098813444,drex_jurassic,D-Rex 🦖 ⚡️,,Bitcoin going up 30k in the next 5 minutes?,en,[],[],[],3,1,14,[],[],https://twitter.com/drex_jurassic/status/1465831859569500163,False,,0,,,,,,,,[],,,,
1465831827889922050,1465831827889922050,2021-11-30 18:55:16 EST,2021-11-30,18:55:16,-0400,1214198042854715392,chuckbuck__,Chuckbuck__,,I'm always saving the day #apex #apexlegends #entrepreneurship #valorant #holiday #microsoft #amazon #playapex #explore #timessquare #smallbussiness #crypto #newchallenge #motivation #new #newtrend #popular #bussiness #hollywood #pc #entrepreneur #bitcoin #upcoming #trending  https://t.co/KkB2XiLHyo,en,[],[],[],1,1,2,"['apex', 'apexlegends', 'entrepreneurship', 'valorant', 'holiday', 'microsoft', 'amazon', 'playapex', 'explore', 'timessquare', 'smallbussiness', 'crypto', 'newchallenge', 'motivation', 'new', 'newtrend', 'popular', 'bussiness', 'hollywood', 'pc', 'entrepreneur', 'bitcoin', 'upcoming', 'trending']",[],https://twitter.com/Chuckbuck__/status/1465831827889922050,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1465831764652400640/pu/img/emSpeVnPE9DOH9Op.jpg,,,,,,,[],,,,
1465831716598083585,1465831716598083585,2021-11-30 18:54:49 EST,2021-11-30,18:54:49,-0400,30325257,thecryptolark,Lark Davis,,"Fidelity launching a spot #bitcoin ETF in Canada.   Lol, Canada gets yet another spot ETF, and USA investors still getting screwed by Goldman Gary with futures ETFs.    https://t.co/twQ5qODU2w",en,[],['https://seekingalpha.com/news/3775630-fidelity-launches-a-spot-bitcoin-etf-in-canada-not-waiting-for-the-sec-in-the-us'],[],66,101,594,['bitcoin'],[],https://twitter.com/TheCryptoLark/status/1465831716598083585,False,,0,,,,,,,,[],,,,
1465831602341257220,1465831602341257220,2021-11-30 18:54:22 EST,2021-11-30,18:54:22,-0400,2222629992,kittyplays,Kristen,,I set up a #bitcoin node on stream! Used @getumbrel  OS 😁  https://t.co/RGftkGcCA9,en,"[{'screen_name': 'getumbrel', 'name': 'umbrel ☂️', 'id': '1212297404268994562'}]",[],[],10,20,184,['bitcoin'],[],https://twitter.com/KittyPlays/status/1465831602341257220,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1465831047065657351/pu/img/xKKlEAwtZijqkXBw.jpg,,,,,,,[],,,,
1465831597781966857,1465831597781966857,2021-11-30 18:54:21 EST,2021-11-30,18:54:21,-0400,951570848384802818,chenriquezvale1,César Henríquez,,"Quiere minimizar la marcha! hacer creer a sus mulas que el rechazo al fracasado proyecto bitcoin se difuminó, que las marchas fueron caprichos; un ¡NO SALGAS A MARCHAR 👻! Se escucha en CAPRES , no podía faltar la marcha de fin de año para  #DonCeroteNavideño🎄  #El12Marchamos",es,[],[],[],0,3,3,"['doncerotenavideño', 'el12marchamos']",[],https://twitter.com/chenriquezvale1/status/1465831597781966857,False,,0,,,,,,,,[],,,,
1465831447126691840,1465824129316114438,2021-11-30 18:53:45 EST,2021-11-30,18:53:45,-0400,30699048,billym2k,Shibetoshi Nakamoto,,"@ProTheDoge I like when people ask me advice considering I sold bitcoin at $400 bucks like, y’all think I know anything? I’m a moron!",en,[],[],[],21,3,94,[],[],https://twitter.com/BillyM2k/status/1465831447126691840,False,,0,,,,,,,,"[{'screen_name': 'ProTheDoge', 'name': 'SlumDOGE Millionaire', 'id': '1358176095850229761'}]",,,,
